x1,y1,x2,y2,weight
389.11,149.04,356.71,102.84,56.4293
389.11,149.04,344.80,132.42,47.3195
389.11,149.04,427.39,156.98,39.0930
453.30,480.33,453.66,492.31,11.9879
627.81,496.88,679.52,486.40,52.7602
627.81,496.88,608.31,548.87,55.5281
627.81,496.88,664.55,493.13,36.9288
209.93,202.30,237.13,178.84,35.9144
36.81,227.65,72.57,262.74,50.0962
36.81,227.65,49.48,197.15,33.0287
36.81,227.65,33.91,172.94,54.7872
36.81,227.65,81.53,187.69,59.9742
36.81,227.65,25.54,198.82,30.9623
590.13,38.09,544.34,48.68,46.9984
590.13,38.09,608.88,47.33,20.9077
495.09,274.47,436.84,275.90,58.2654
495.09,274.47,508.07,311.04,38.8076
495.09,274.47,520.87,274.24,25.7799
495.09,274.47,494.22,225.53,48.9416
495.09,274.47,543.74,297.36,53.7688
263.78,151.50,277.73,182.24,33.7601
263.78,151.50,315.80,155.04,52.1419
263.78,151.50,276.24,207.54,57.4078
263.78,151.50,237.13,178.84,38.1824
674.09,188.69,695.43,235.60,51.5331
674.09,188.69,682.48,217.00,29.5209
674.09,188.69,702.22,202.36,31.2767
674.09,188.69,650.22,216.71,36.8046
432.82,203.75,427.39,156.98,47.0811
739.27,285.90,712.95,334.44,55.2217
739.27,285.90,752.18,302.05,20.6764
739.27,285.90,735.20,299.86,14.5392
739.27,285.90,720.73,327.18,45.2555
739.27,285.90,733.01,243.94,42.4275
739.27,285.90,761.21,251.39,40.8933
303.36,501.10,353.88,508.69,51.0845
303.36,501.10,335.61,538.93,49.7133
303.36,501.10,340.21,488.66,38.8902
303.36,501.10,306.65,543.99,43.0113
763.42,140.35,755.93,99.47,41.5593
763.42,140.35,710.33,125.39,55.1599
763.42,140.35,769.09,148.97,10.3082
712.95,334.44,752.18,302.05,50.8798
712.95,334.44,735.20,299.86,41.1269
712.95,334.44,661.48,351.37,54.1810
712.95,334.44,720.73,327.18,10.6433
629.23,280.08,625.49,319.40,39.4921
629.23,280.08,631.95,301.71,21.7924
629.23,280.08,588.41,246.07,53.1316
752.18,302.05,735.20,299.86,17.1213
752.18,302.05,720.73,327.18,40.2612
752.18,302.05,761.21,251.39,51.4597
37.91,439.50,42.82,388.14,51.6041
695.43,235.60,682.48,217.00,22.6662
695.43,235.60,702.22,202.36,33.9308
695.43,235.60,650.22,216.71,48.9998
695.43,235.60,733.01,243.94,38.4923
132.60,508.95,169.07,512.38,36.6299
132.60,508.95,104.03,486.67,36.2301
132.60,508.95,172.60,503.09,40.4283
681.57,442.33,683.23,423.22,19.1840
681.57,442.33,679.52,486.40,44.1156
681.57,442.33,664.55,493.13,53.5815
681.57,442.33,698.09,421.56,26.5300
681.57,442.33,726.42,468.12,51.7345
681.57,442.33,687.44,459.09,17.7578
683.23,423.22,698.09,421.56,14.9458
683.23,423.22,687.44,459.09,36.1190
679.52,486.40,664.55,493.13,16.4166
679.52,486.40,726.42,468.12,50.3326
679.52,486.40,687.44,459.09,28.4316
49.48,197.15,33.91,172.94,28.7831
49.48,197.15,81.53,187.69,33.4185
49.48,197.15,25.54,198.82,23.9950
49.48,197.15,97.70,171.31,54.7064
23.77,537.41,56.03,510.49,42.0223
244.03,381.54,216.95,362.67,33.0148
313.75,276.14,320.74,244.52,32.3876
313.75,276.14,343.29,262.28,32.6328
375.51,353.13,387.60,321.24,34.1022
375.51,353.13,352.66,331.58,31.4048
375.51,353.13,433.96,364.63,59.5653
440.32,363.11,424.57,392.45,33.3003
440.32,363.11,433.96,364.63,6.5380
440.32,363.11,438.31,343.52,19.6923
387.60,321.24,352.66,331.58,36.4343
387.60,321.24,438.31,343.52,55.3910
669.10,69.91,651.11,45.03,30.6963
565.06,532.53,608.31,548.87,46.2414
351.82,182.04,344.80,132.42,50.1138
351.82,182.04,315.80,155.04,45.0188
508.07,311.04,520.87,274.24,38.9595
508.07,311.04,500.19,369.51,58.9993
508.07,311.04,543.74,297.36,38.2069
508.07,311.04,548.11,303.96,40.6607
386.12,421.45,424.57,392.45,48.1533
386.12,421.45,350.24,422.75,35.9087
42.82,388.14,33.06,356.14,33.4521
356.71,102.84,344.80,132.42,31.8915
453.66,492.31,465.53,543.29,52.3365
682.48,217.00,702.22,202.36,24.5776
682.48,217.00,650.22,216.71,32.2646
682.48,217.00,733.01,243.94,57.2618
497.89,54.68,544.34,48.68,46.8382
497.89,54.68,443.35,51.94,54.6124
497.89,54.68,528.12,57.41,30.3518
424.57,392.45,433.96,364.63,29.3693
424.57,392.45,438.31,343.52,50.8227
702.22,202.36,650.22,216.71,53.9488
702.22,202.36,733.01,243.94,51.7402
33.91,172.94,81.53,187.69,49.8536
33.91,172.94,25.54,198.82,27.1905
544.34,48.68,528.12,57.41,18.4233
520.87,274.24,494.22,225.53,55.5264
520.87,274.24,543.74,297.36,32.5196
520.87,274.24,548.11,303.96,40.3164
169.07,512.38,172.60,503.09,9.9394
344.80,132.42,315.80,155.04,36.7767
381.39,504.68,353.88,508.69,27.8077
381.39,504.68,335.61,538.93,57.1785
381.39,504.68,340.21,488.66,44.1945
381.39,504.68,368.95,557.37,54.1353
608.31,548.87,634.60,564.92,30.8035
353.88,508.69,335.61,538.93,35.3294
353.88,508.69,340.21,488.66,24.2544
353.88,508.69,368.95,557.37,50.9538
353.88,508.69,306.65,543.99,58.9599
335.61,538.93,385.33,572.38,59.9194
335.61,538.93,340.21,488.66,50.4846
335.61,538.93,368.95,557.37,38.0958
335.61,538.93,306.65,543.99,29.4006
625.49,319.40,631.95,301.71,18.8389
625.49,319.40,661.48,351.37,48.1423
755.93,99.47,710.33,125.39,52.4473
755.93,99.47,769.09,148.97,51.2099
664.55,493.13,687.44,459.09,41.0232
465.53,543.29,510.91,578.22,57.2760
608.88,47.33,651.11,45.03,42.2883
56.03,510.49,104.03,486.67,53.5898
320.74,244.52,343.29,262.28,28.7044
320.74,244.52,276.24,207.54,57.8556
320.74,244.52,274.95,226.12,49.3461
385.33,572.38,368.95,557.37,22.2159
631.95,301.71,661.48,351.37,57.7782
735.20,299.86,720.73,327.18,30.9206
735.20,299.86,733.01,243.94,55.9631
735.20,299.86,761.21,251.39,55.0057
277.73,182.24,315.80,155.04,46.7954
277.73,182.24,276.24,207.54,25.3386
277.73,182.24,237.13,178.84,40.7400
277.73,182.24,274.95,226.12,43.9622
698.09,421.56,726.42,468.12,54.5007
698.09,421.56,687.44,459.09,39.0064
201.90,318.97,202.00,315.66,3.3194
201.90,318.97,216.95,362.67,46.2107
81.53,187.69,25.54,198.82,57.0831
81.53,187.69,97.70,171.31,23.0157
634.60,564.92,657.67,584.91,30.5272
543.74,297.36,548.11,303.96,7.9189
202.00,315.66,216.95,362.67,49.3275
726.42,468.12,687.44,459.09,40.0129
433.96,364.63,438.31,343.52,21.5459
276.24,207.54,237.13,178.84,48.5090
276.24,207.54,274.95,226.12,18.6242
733.01,243.94,761.21,251.39,29.1716
